1.-2t	圣咏集
96.11	愿诸天欢乐，愿大地踊跃，愿海洋及其中的一切怒号！
96.12	原野及其中的一切都要舞蹈，森林中的一切树木各显欢乐，
96.13	在上主面前欢乐，因为他己驾临，因为他己驾临，要统治大地干坤；他要以正义审判普世人群，以他的忠信治理天下万民。
	
	
97.0t	九七：[天主显现时的威严](12)
97.1	上主为王！愿大地踊跃，无数岛屿，也都要欢乐！
97.2	云彩和黑暗将他团团包围，正义与公道支持他的座位。
97.3	烈火在他前面先行，焚烧他四周的敌人。
97.4	他的闪电照亮尘寰，大地一见，战栗摇撼。
97.5	面对上主，即普世的主宰，大山要象蜡烛一般溶解。
97.6	苍天宣扬他的公道，万民目睹他的光耀。
97.7	愿所有拜偶象，以邪神自夸的人受辱，愿所有的神祗，都俯伏在他面前叩首。
97.8	上主，因你的宣判，熙雍听见了便喜笑，犹大各城高兴欢跃。
97.9	上主，你在普天下是最尊贵的，你在众神中，是最崇高的。
97.10	上主喜爱那恼恨罪恶的人，保护虔诚人们的生命，从恶人手中拯救他们。
97.11	光明已升起照耀着义人，赐喜乐于心地正直的人。
97.12	义人们，请因上主而欢欣，并请你们赞美他的圣名。
	
	
98.0t	九八：[天主是万民的救主](9)
98.1	圣咏。请众向上主歌唱新歌，因为他行了奇事。他的右手和他的圣臂，为他获得了胜利。
98.2	上主已经宣布了自己的救恩，将自己的正义已启示给万民。
98.3	他记起了自己的良善和忠诚，即向以色列家族广施的宽仁。全球看见了我们天主的救恩。
98.4	因此，普世大地，请向上主歌舞，请踊跃，请欢乐，弹琴演奏：
98.5	弹着竖琴，向上主赞颂，弹着竖琴，伴和着弦韵。
98.6	吹起喇叭，伴奏着号角，在上主君王面前讴歌。
98.7	海洋及其中的一切澎湃，寰宇及其内的居民惊骇！
98.8	江河拍手鼓掌，山岳舞蹈欢唱。
98.9	都在上主面前欢乐，因为他已驾临，因为他已驾临，是要统治大地干坤；他要以正义审判普世人群，他要以公平治理天下万民。
	
	
99.0t	九九：[天主至尊神圣](9)
99.1	上主为王，万民因而战栗惊恐，他坐于革鲁宾之上，大地震动；
99.2	熙雍的上主，伟大堂皇，崇高尊贵，而超越万邦。
99.3	愿他们赞美你的大名，它可敬可畏，至尊神圣。
99.4	你是爱正义的大能君王，是你制定了法律的正纲，对雅各伯行的合理合章。
99.5	请你们尊崇上主，我们的天主，还要向着他的脚凳伏地叩首。因为他的脚凳也是神圣无偶。
99.6	梅瑟和亚郎列于上主的司祭中，撒慕尔属于呼号他圣名的人中，他们呼号上主，上主即俯听他们。
99.7	他从前曾在云柱中训示了他们，他们就守了他吩咐的诫命章程。
99.8	上主，你原是我们的天主，你曾俯听了他们，天主，你宽宥他们，但也报复了他们的恶行。
99.9	请你们尊崇上主，我们的天主，还要向着他的圣山伏地叩首，因我们的天主，上主神圣无偶。
	
	
100.0t	一零零：[感恩歌](5)
100.1	感恩圣咏。普世大地，请向上主欢呼，
100.2	要兴高彩烈地事奉上主；走到上主面前，应该欢呼！
100.3	你们应该明认雅威就是天主，他造成了我们，我们非他莫属，是他的人民，是他牧场的羊队。
100.4	高唱感恩歌，迈向他的大门，吟咏赞美诗，进入他的宫庭，向他致谢，并赞美他的圣名。
100.5	因为上主良善宽仁，他的慈爱直到永恒，他的忠信世世常存。
	
	
101.0t	一零一：[君王的模范](8)
101.1	达味的圣咏。我要歌颂仁爱与公正，上主，我还要向你吟咏。
101.2	我要走齐全的路，你何时来我这里？我要在我的家中，以纯洁的心度日。
101.3	我决不把邪僻的事情，放置在我的眼前；我痛恨为非作歹的人，不让他与我相联。
101.4	败坏的心，我要达离；邪恶的事，我不认识。
101.5	暗中设计毁谤同僚的人，我要消灭他；高视阔步，心高气傲的人，我不容忍他。
101.6	我眼注视国内忠诚的人，让他们与我同住，在齐全道路行走的人，才可作我的忠仆。
101.7	诡诈欺骗的人，不得住在我的宫内，说谎不实的人，不得在我眼前存在。
101.8	我每日清早要灭绝国内所有罪人，我要由上主的城内铲除所有作恶的人。
	
	
102.0t	一零二：[充军者的哀祷](29)
102.1	受压迫者在忧心悲愁时，向上主诉苦诉怨的祈祷。
102.2	上主，求你允我的祈求，愿我的呼声上达于你！
102.3	在我蒙难的时日，求你不要掩面回避我，我呼号你时，求你侧耳听我，迅速俯允我。
102.4	因为我的日月消散如云烟，我的骨骸枯焦如火煎。
102.5	我的心憔悴得象枯草一般，因此我也忘记了吃我的饭。
102.6	因为我哀伤得过度，我已仅是皮包骨头。
102.7	我好象成了旷野中的淘河，我又象成了废墟中的鸱鹗；
102.8	整夜不眠，独自哀号，象屋顶的孤零小鸟。
102.9	我的仇敌常不停地辱骂我，对我猖狂的人，指名诅咒我；
102.10	我吃灰尘当食粮，我喝涕泪当水汤；
102.11	为了你的义愤与震怒，你把我举起，将我抛去。
102.12	我的日月象倾斜的阴影，我的本身好象禾草枯零。
102.13	然而上主，你却永远常在，你的名号万代也不衰。
102.14	求你起来，愿你宽赦熙雍，因怜悯她的时日已来临。
102.15	因你的众仆爱惜她的石头，他们也念念不忘她的废墟。
102.16	上主，万民必敬畏你的圣名，普世列王必敬畏你的光荣。
102.17	因为上主必定要重建熙雍，且要显现于自己的光荣中。
102.18	他必垂顾穷苦人的祈祷，也决不拒绝他们的哀号。
102.19	应将此写出流传给后世，叫新生的人民赞美上主。
102.20	因上主由至高圣所俯视，由高天之上垂顾人间世，
102.21	为倾听俘虏的哀叹，为释放待毙的囚犯，
102.22	为在熙雍传述上主的圣名，在耶路撒冷宣扬他的光荣。
102.23	那时万民都要聚集在一处，诸邦列国也要来朝拜上主。
102.24	他在中途将我的力量消灭，将我的岁月缩短；
102.25	我说：我天主，莫让我中年夭折，但愿你的岁月永留万世万代。
102.26	在起初你奠定了下地，上天也是你手的功绩。
102.27	天地必要毁灭，而你永远存在，万物必要如同衣裳一样衰败，有如衣服更换，都要新陈代谢；
102.28	但是你却永存不变，你的寿命无尽无限。
102.29	愿你仆人的子女居家安康，愿他们的子孙在你前永昌。
	
	
103.0t	一零三：[赞颂天主的慈爱](22)
103.1	达味作。我的灵魂，请向上主赞颂，我的五内，请向主名赞颂。
103.2	我的灵魂，请向上主赞颂，请你不要忘记他的恩宠。
103.3	是他赦免了你的各种愆尤，是他治愈了你的一切病苦，
103.4	是他叫你的性命在死亡中得到保全，是他用仁慈以及爱情给你作了冠冕，
103.5	是他赏赐你一生幸福满盈，是他使你的青春更新如鹰。
103.6	上主常行正义的工作，为受压迫者主持公道。
103.7	上主曾将自己的道路告知梅瑟，给以色列子民彰显自己的功绩。
103.8	上主富于仁爱宽恕，极其慈悲，迟于发怒。
103.9	他决不会常常责问，也决不会世世愤恨。
103.10	他没有按我们的罪对待我们，也没有照我们的过犯报复我们。
103.11	就如上天距离下地有多么高，他待敬畏他者的慈爱也多高；
103.12	就如东方距离西方有多么远，他使我们的罪离我们也多远；
103.13	就如父亲怎样怜爱自己儿女们，上主也怎样怜爱敬畏自己的人们。
103.14	他原知道我们怎样形成，也记得我们不过是灰尘。
103.15	世人的岁月与青草无异，又象田野的花，茂盛一时，
103.16	只要轻风吹过，它就不复存在，没有人认得出它原有的所在。
103.17	但上主的慈爱永远临于敬畏他的人，他的正义永远临于他们的子子孙孙；
103.18	临于那些遵守他盟约的人，那些怀念；履行他诫命的人。
103.19	上主在天上立定了自己的宝位，天下的万物都属他的王权统治。
103.20	上主的众天使，请你们赞美上主，你们是执行他命令的大能臣仆，又是服从上主圣言的听命公侯；
103.21	上主的众天使，请赞美上主，你们是奉行他旨意的忠仆。
103.22	上主所有的一切受造物，在他的权限所达的各处，请你们大家都赞美上主。我的灵魂请你赞美上主！
	
	
104.0t	一零四：[赞美造物的大主](35)
104.1	我的灵魂，请你向上主赞颂！上主我的天主，你伟大无限，你以尊贵威严作你的衣冠：
104.2	身披光明，好象外氅，展开苍天，相似棚帐，
104.3	在水上建筑你的宫殿，造了云彩，作你的车辇，驾御着风翼，驰骋直前；
104.4	发出暴风，作你的使团，你以火焰，作你的随员。
104.5	你奠定大地于基础之上，你使大地永远不再动荡；
104.6	以汪洋作氅衣把大地遮盖，又以大水把群山峻岭掩埋。
104.7	你一呵叱，大水即逃避，你一鸣雷，大水即惊退。
104.8	峻岭向上突出，山谷向下沉落，各个都停在你指定的处所。
104.9	你划定了界限，都不越过，免得大水再把大地淹没。
104.10	你使水泉成为溪川，蜿蜒长流于群山间，
104.11	供给各种走兽水喝，使野驴也得以解渴。
104.12	天上飞鸟，在水边宿卧，在枝叶丛中不断唱和。
104.13	你从高楼宫殿上，灌溉山地，以出产的果实，饱饫普世；
104.14	你使青草和植物生出，喂养牲畜，为给人服务。又使土地产生出五谷，
104.15	美酒，人饮了舒畅心神，膏油，人用来涂面润身，面饼，人吃了增强心神。
104.16	上主的乔木饱餐水泽，黎巴嫩香柏，主手所植；
104.17	鸟类在那里垒窝筑巢，鹤群以树梢为家安卧。
104.18	高山峻岭作羚羊的洞府，绝壁岩石作野兔的居处。
104.19	你造有月亮以定节季，太阳自知向西边沉坠。
104.20	你造了黑暗，便有了夜晚，林中的野兽遂四出狂窜。
104.21	少壮的狮子恕吼觅食，向天主要求食物充饥；
104.22	太阳升起的时候，它们各自逃避，回到自己的洞穴，安然卧下休息；
104.23	于是人们外出谋生，操作劳动，直到黄昏。
104.24	上主，你的化工，是何其浩繁，全是你以智慧所创办，你的受造物遍地充满。
104.25	看，汪洋大海，一望无际，其中水族，不可数计，大小生物，浮游不息。
104.26	在那里有舟有船，往来航行，还有你造的鳄鱼，戏游其中。
104.27	这一切生物都瞻仰着你，希望你按时给它们饮食。
104.28	你一赐给它们，它们便会收集，你一伸你的手，它们便得饱食。
104.29	你若隐藏你的面容，它们便要恐惧，你若停止它们呼吸，它们就要死去，就再回到它们所由出的灰土里去。
104.30	你一嘘气，万物创成，你使地面，更新复兴。
104.31	愿上主的光荣永世无穷，愿上主喜乐自己的化工！
104.32	他一垂视大地，大地抖颤，他一触摸群山，群山冒烟。
104.33	我要咏赞上主。
104.34	愿我的颂词使他乐意，我要常在上主内欢喜。
104.35	愿罪人由地上灭迹，恶人不再存留人世！我的灵魂，颂赞上主！阿肋路亚。
	
	
105.0t	一零五：[主向先民显的奇迹](45)
105.1	请众感谢上主，呼号他的圣名，请众在万民中，传扬他的功行。
105.2	请众歌颂他，咏赞他，传述他的奇工妙化。
105.3	请你们以他的圣名为光荣，愿寻求上主的人，乐满心中！
105.4	请众寻求上主和他的德能，要时常不断追求他的仪容。
