1.-2t	耶肋米亚		
36.6 	36:6 所以你去，在一个禁食的日子上，诵读卷册上依我口授写的上主的话，给在上主殿里的全体人民听，也读给来自各城的全体犹大人听，		
36.7 	36:7 也许他们会向上主哀求，各自愿离弃自己的邪道，因为上主对这人民用以恐吓的愤恨和忿怒，真正厉害!」		
36.8 	36:8 乃黎雅的儿子巴路克全按耶肋米亚先知吩咐的作了：在上主殿宇里，宣读了卷册上上主的话。		
36.9 	36:9 犹大王约史雅的儿子约雅金第五年九月，耶路撒冷全体人民以及从犹大城市来到耶路撒冷的全体人民，集合在上主面前宣布禁食。		
36.10	36:10 巴路克就乘机在上主殿宇内，沙番的儿子革马黎雅书记的房子那里，即上院靠近上主殿宇新门的进口处，宣读卷册上耶肋米亚的话，给全体人民听。		
36.11	36:11 沙番的儿子革马黎雅的儿子米加雅，听了卷册上所有的上主的话，		
36.12	36:12 就下到王宫书记的事务所内，看，众首长都正坐在那里，有书记厄里沙玛，舍玛雅的儿子德拉雅，阿革波尔的儿子厄耳纳堂，沙番的儿子革玛黎雅，哈纳尼雅的儿子漆德克雅和其余的首长。		
36.13	36:13 米加雅就把自己在巴路克给人民宣读卷册时所听到的一切话，告诉了他们。		
36.14	36:14 众首长便派乃塔尼雅的儿子犹狄和雇史的儿子舍肋米雅到巴路克那里说：「请你来，并请你随手带上你读给人民听的那轴卷册」。乃黎雅的儿子巴路克立即手内拿上那轴卷册，到他们那里去了。		
36.15	36:15 他们对他说：「请坐，读给我们听!」巴路克读给他们听了。		
36.16	36:16 他们听了这一切话，就彼此不胜惊慌说：「我们必须将这一切话禀告君王!」		
36.17	36:17 然后问巴路克说：「请你告诉我们：你怎样由耶肋米亚的口授写了这一切话﹖」		
36.18	36:18 巴路克答复他们说：「这一切话都是他口授给我的，我只不过用笔墨记录在这卷册上。」		
36.19	36:19 于是首长对巴路克说：「你快去和耶肋米亚藏起来，不要让人知道你们藏在那里。」		
36.20	36:20 然后他们一同到内殿去拜见君王，那轴卷册却留在书记厄里沙玛室内，只将这一切话禀告了君王。		
36.21	36:21 君王于是打发犹狄去取那轴卷册；犹狄由书记厄里沙玛室内取了来，读给君王和环立在君王旁的众朝臣听。		
36.22	36:22 那时正是九月，君王住在冬宫里，面前正烧着一盆火，		
36.23	36:23 犹狄只读了三四行，君王就用书记的刀将它割下，拋在火盆的火里，直到那轴卷册在火盆内被烧尽。		
36.24	36:24 君王与众臣仆听了这一切话，毫不害怕，也不撕裂自己的衣服，		
36.25	36:25 虽然厄耳纳堂和德拉雅及革玛黎雅曾苦求君王不要烧毁那轴卷册，君王不但不听，		
36.26	36:26 反命王子耶辣默耳，阿次黎耳的儿子色辣雅和哈贝德耳的儿子舍肋米雅，去逮捕书记巴路克和先知耶肋米亚；但是上主却将他们藏起来了。		
36.27	36:27 君王焚烧了那轴载有巴路克由耶肋米亚口授记录的话的卷册以后，有上主的话传给耶肋米亚说：		
36.28	36:28 「你拿另一轴卷册来，写上犹大王约雅金所烧毁的前一轴卷册上的一切话。		
36.29	36:29 关于犹大王约雅金你应说：上主这样说：你烧毁了这轴卷册说：为什么你在上面写道：巴比伦王必来破坏这地方，消灭这地方的人和兽﹖		
36.30	36:30 为此上主关于犹大王约雅金这样说：他必没有人继坐达味的宝座，死后必弃尸原野，遭受日晒夜露。		
36.31	36:31 对他和他的后裔及臣仆，我要惩罚他们的罪恶，给他们和耶路撒冷居民及犹大人，召来我向他们预告，他们却不理会的一切灾祸」。		
36.32	36:32 耶肋米亚就拿来另一轴卷册，交给书记乃黎雅的儿子巴路克。巴路克依照耶肋米亚的口授，在上面笔录了犹大王约雅金，在火中烧毁了的那轴卷册上所有的话；并且还加添了许多相类似的话。		
			
			
37.0t	第三十七章(20)		
			
37.1t	耶肋米亚无罪入狱		
37.1 	37:1 约史雅的儿子漆德克雅继约雅金的儿子耶苛尼雅为王，巴比伦王拿步高立他为王统治犹大地。		
37.2 	37:2 他和他的臣仆及本地人民，都没有听从上主藉耶肋米亚先知所说的话。		
37.3 	37:3 漆德克雅王派舍肋米亚的儿子犹加耳，和司祭玛阿色雅的儿子责法尼雅到耶肋米亚先知那里说：「请你为我们转求上主，我们的天主!」		
37.4 	37:4 那时，耶肋米亚尚出入于民间，人还没有将他放在监狱里。		
37.5 	37:5 法郎军队忽由埃及出发，围攻耶路撒冷的加色丁人一听见他们出动的消息，就由耶路撒冷撤退了。		
37.6 	37:6 此时上主有话传给耶肋米亚先知说：		
37.7 	37:7 「上主，以色列的天主这样说：你们应这样回答派你们前来求问我的犹大君王说：看，出发前来援助你们的法郎军队，仍要回到自己的本地埃及去。		
37.8 	37:8 至于加色丁人仍要卷土重来，进攻这座城市；且要攻下，放火烧城。		
37.9 	37:9 上主这样说：你们不要自欺说：加色丁人已离我们远去!其实，他们并没有远去。		
37.10	37:10 纵使你们能击败与你们交战的加色丁人所有的军队，使他们中只剩下一些受伤的人，他们仍要由帐中奋起，放火烧毁这座城市。		
37.11	37:11 加色丁人的军队受法郎军队的威胁，由耶路撒冷撤退时，		
37.12	37:12 耶肋米亚就离开耶路撒冷，到本雅明地去，要在那里由自己的亲族间分得一份产业。		
37.13	37:13 当他到了本雅明门时，那里有一个站岗的人，名叫依黎雅，是舍肋米亚的儿子，哈纳尼雅的孙子，捉住耶肋米亚先知说：「你想去投降加色丁人!」		
37.14	37:14 耶肋米亚答说：「冤枉!我不是去投降加色丁人」。依黎雅不听他说，就捉住耶肋米亚，带他去见首长。		
37.15	37:15 首长们遂发怒，将耶肋米亚鞭打了，幽禁在书记约纳堂家的监牢里，因为他们早已把他的家改作了监狱。		
37.16	37:16 于是耶肋米亚走进了一穹形的地窖内，在那里住了多日。		
37.17	37:17 此后，漆德克雅王派人提出他来，在自己的宫殿私下问他说：「上主有什么话没有﹖」耶肋米亚答说：「有」。接着说：「你必被交在巴比伦王手中」。		
37.18	37:18 此外，耶肋米亚还问漆德克雅王说：「我在什么事上得罪了你和你的臣仆，以及这些人民，你们竟将我放在监牢里﹖		
37.19	37:19 你们那些曾向你们预言说：巴比伦王不会来攻打你们和这地方的先知，现在在哪里﹖		
37.20	37:20 如今我主君王，请听！愿你开恩允许我的祈求，不要叫我再回到书记约纳堂家里去，免得我死在那里！」于是漆德克雅王下令，将耶肋米亚囚禁在监狱的庭院里，每日由面包房取一份食物给他，直到城中粮食用尽。从此耶肋米亚就住在拘留所内的庭院里。		
			
			
38.0t	第三十八章(28)		
			
38.1t	耶肋米亚在蓄水池内		
38.1 	38:1 玛堂的儿子舍法提雅，帕市胡尔的儿子革达里雅，舍肋米雅的儿子犹加耳，玛耳基雅的儿子帕市胡尔听见耶肋米亚向全体人民讲话说：		
38.2 	38:2 「上主这样说：凡留在这城里的，必死于刀剑、饥荒和瘟疫；凡出降加色丁人的，必能生存：获得生命如获得战利品一样，可得生存。		
38.3 	38:3 上主这样说：这座城市必交在巴比伦王军队的手中，他必占领这座城市。」		
38.4 	38:4 众首长就对君王说：「请将这人处死!因为他说出了这样使遗留在城里的战士和全体人民丧志的话；实在，这人谋求的，不是人民的福利，而是人民的灾祸。」		
38.5 	38:5 漆德克雅王答说：「看，他已经在你们手中；君王不能反对你们。」		
38.6 	38:6 他们便将耶肋米亚丢在王子玛耳基雅在监狱庭院里有的蓄水池内，用绳将他放下去；池内没有水，只有污泥；耶肋米亚就陷在污泥里。		
			
38.7t	一外邦人营救先知		
38.7 	38:7 住在王宫里的雇士人厄贝得默肋客宦官，听见人把耶肋米亚放在蓄水池里。那时君王正坐在本雅明门旁，		
38.8 	38:8 厄贝得默肋客就从王宫出来，禀告君王说：		
38.9 	38:9 「我主君王!这些人对先知耶肋米亚作的事，实在毒辣；他们竟将他丢在蓄水池里，在那里他必要饿死，因为城中没有粮食了!」		
38.10	38:10 王便命雇士人厄贝得默肋客说：「你立即带三个人去，将耶肋米亚先知，趁他还没有死，从蓄水池里拉出来!」		
38.11	38:11 厄贝得默肋客立即带了一些人，回到王宫，从储藏室拿了些破旧衣裳和破旧布片，用绳索给在蓄水池里的耶肋米亚放下去。		
38.12	38:12 雇士人厄贝得默肋客对耶肋米亚说：「请你把破旧的衣服和布片，放在你两腋下，然后把绳放在下面。」耶肋米亚就这样做了。		
38.13	38:13 于是他们用绳索将耶肋米亚从蓄水池里拉上来；这样，耶肋米亚才仍能住在拘留所的庭院里。		
38.14	38:14 漆德克雅王派人带耶肋米亚先知到上主殿宇第三入口处去见他。君王对耶肋米亚说：「我要问你一件事，你什么也不可对我隐瞒!」		
38.15	38:15 耶肋米亚答复漆德克雅说：「我若禀告你，你岂不要将我处死吗﹖我若给你出主意，你也不会听从我!」		
38.16	38:16 漆德克雅王对耶肋米亚暗地发誓说：「那赐与我们这生命的上主永在，我决不将你处死，也决不将你交在这些图谋你性命者的手中。」		
38.17	38:17 于是耶肋米亚对漆德克雅说：「万军的天主，以色列的天主上主这样说：如果你出去，向巴比伦王的将帅投降，你的性命必可保全，这城不至于被焚；你和你全家也必生存。		
38.18	38:18 但是，如果你不出去向巴比伦王将帅投降，这城必会被交在加色丁人的手里，由他们放火烧城，而你也逃不出他们的手。」		
38.19	38:19 漆德克雅王便对耶肋米亚说：「我很害怕那些投降加色丁人的犹太人，将我交在他们手中，任他们凌辱我。」		
38.20	38:20 耶肋米亚答说：「他们不会将你交出!在我对你所说的事上，你只管听上主的声音，事必于你有利，你的性命必可保全。		
38.21	38:21 但是，如果你拒绝出降，这就是上主使我预见的事：		
38.22	38:22 看，凡留在犹大王宫的一切妇女，都要被领出，交给巴比伦王的将帅，哭诉着说：对你高唱和平的友人，欺骗了你，愚弄了你；见你双脚陷入泥淖，就转背逃遁。		
38.23	38:23 你的妻子儿女，都要被领出，交给加色丁人；连你也逃不出他们的手，终于被巴比伦王捉去；至于这城，必要被火焚毁。」		
38.24	38:24 于是漆德克雅对耶肋米亚说：「任何人不得知道这些话，否则你就该死!		
38.25	38:25 倘若首长们听说我曾与你谈论，而前来问你说：请你告诉我们，你对君王说了什么﹖你不可对我们隐瞒，否则我们就要你的命!究竟君王对你说了些什么﹖		
38.26	38:26 你要回答他们说：我向君王面呈我的请求，请他不要叫我再回到约纳堂的家里去，而死在那里。」		
